¿ª¸í,³¯Â¥,±¸ºÐ,05~06½Ã,06~07½Ã,07~08½Ã,08~09½Ã,09~10½Ã,10~11½Ã,11~12½Ã,12~13½Ã,13~14½Ã,14~15½Ã,15~16½Ã,16~17½Ã,17~18½Ã,18~19½Ã,19~20½Ã,20~21½Ã,21~22½Ã,22~23½Ã,23~24½Ã,00~01½Ã,01~02½Ã,ÃÑÇÕ
¿À±Ý(342),3/25/2017,½ÂÂ÷,98,170,289,434,538,441,453,446,447,375,323,345,322,228,127,124,94,148,28,0,0,5430
´ç°í°³(409),3/25/2017,½ÂÂ÷,279,350,732,"1,166","1,146",872,"1,004",914,975,796,763,657,694,638,401,339,266,200,63,0,0,12255
»ó°è(410),3/25/2017,½ÂÂ÷,456,669,"1,207","1,770","1,662","1,595","1,472","1,492","1,477","1,245","1,108","1,093","1,103",868,627,446,386,425,126,3,0,19230
³ë¿ø(411),3/25/2017,½ÂÂ÷,362,524,809,"1,302","1,347","1,320","1,505","1,588","1,580","1,569","1,456","1,606","1,653","1,485","1,128","1,186","1,293","1,104",571,2,0,23390
Ã¢µ¿(412),3/25/2017,½ÂÂ÷,522,741,"1,240","1,998","1,978","1,956","2,109","2,172","2,103","1,699","1,587","1,799","1,817","1,867","1,026",864,819,670,334,26,0,27327
½Ö¹®(413),3/25/2017,½ÂÂ÷,741,"1,152","1,944","2,999","2,856","2,458","2,543","2,453","2,296","1,842","1,626","1,550","1,676","1,353",946,697,601,463,178,0,0,30374
¼öÀ¯(°­ºÏ±¸Ã»)(414),3/25/2017,½ÂÂ÷,842,"1,504","2,276","3,579","3,485","3,001","3,177","3,126","3,072","2,579","2,544","2,501","2,598","2,243","1,592","1,320","1,333","1,146",538,0,0,42456
¹Ì¾Æ(415),3/25/2017,½ÂÂ÷,383,669,888,"1,545","1,479","1,196","1,316","1,308","1,507","1,351","1,289","1,161","1,099",844,600,500,773,381,136,0,0,18425
¹Ì¾Æ»ç°Å¸®(416),3/25/2017,½ÂÂ÷,499,945,"1,421","2,422","2,388","2,137","2,351","2,240","2,408","2,082","2,125","2,250","2,115","1,847","1,493","1,687",973,827,365,0,0,32575
±æÀ½(417),3/25/2017,½ÂÂ÷,329,680,"1,115","1,974","2,142","1,855","1,845","2,080","1,972","1,670","1,444","1,738","1,690","1,435","1,078",722,584,526,244,0,0,25123
¼º½Å¿©´ëÀÔ±¸(418),3/25/2017,½ÂÂ÷,225,488,826,"1,321","1,538","1,564","1,776","1,975","2,066","1,828","1,674","1,961","2,076","1,767","1,308","1,220","1,263","1,287",565,0,0,26728
ÇÑ¼º´ëÀÔ±¸(419),3/25/2017,½ÂÂ÷,257,330,526,891,945,960,"1,018","1,165","1,186","1,037",990,"1,056","1,233","1,042",648,557,565,473,218,0,0,15097
ÇýÈ­(420),3/25/2017,½ÂÂ÷,206,287,386,671,840,924,"1,273","2,053","2,342","2,561","2,979","3,962","5,438","5,244","3,864","4,693","5,752","5,077","1,785",1,0,50338
µ¿´ë¹®(421),3/25/2017,½ÂÂ÷,441,214,254,473,535,884,"1,273","1,929","2,282","2,613","2,873","2,820","3,136","2,478","1,851","1,436","1,217",932,529,6,0,28176
µ¿´ë¹®¿ª»ç¹®È­°ø¿ø(422),3/25/2017,½ÂÂ÷,489,266,246,389,531,719,759,"1,019","1,289","1,481","1,794","2,413","2,943","2,456","2,196","2,285","2,004","1,800",934,1,0,26014
Ãæ¹«·Î(423),3/25/2017,½ÂÂ÷,175,197,254,557,725,922,"1,159","1,505","1,809","1,965","2,072","2,722","2,993","2,283","1,881","1,916","1,661","1,260",658,0,0,26714
¸íµ¿(424),3/25/2017,½ÂÂ÷,61,105,197,434,951,"1,268","1,442","1,772","2,317","2,935","3,322","4,661","6,123","5,245","4,373","4,672","4,770","4,076","1,709",0,0,50433
È¸Çö(425),3/25/2017,½ÂÂ÷,85,116,195,362,566,953,"1,576","2,113","2,866","3,956","3,984","4,929","5,858","3,838","2,157","2,525","1,371",415,156,0,0,38021
¼­¿ï¿ª(426),3/25/2017,½ÂÂ÷,186,200,230,414,502,498,616,685,800,719,734,"1,086","1,497","1,067",591,682,619,402,186,0,0,11714
¼÷´ëÀÔ±¸(427),3/25/2017,½ÂÂ÷,113,249,338,605,762,710,799,"1,034","1,065","1,194","1,323","1,299","1,480","1,179",811,636,723,615,307,0,0,15242
»ï°¢Áö(428),3/25/2017,½ÂÂ÷,17,52,69,197,191,224,281,324,369,353,330,425,442,454,279,217,185,164,56,0,0,4629
½Å¿ë»ê(429),3/25/2017,½ÂÂ÷,42,93,160,367,412,468,502,776,780,826,"1,005","1,228","1,263","1,030",658,572,671,423,179,0,0,11455
ÀÌÃÌ(430),3/25/2017,½ÂÂ÷,38,89,143,291,446,425,675,984,912,924,"1,087","1,357","1,348","1,150",605,472,422,262,85,0,0,11715
µ¿ÀÛ(431),3/25/2017,½ÂÂ÷,6,33,74,162,155,140,156,188,188,167,204,206,172,127,109,58,72,48,30,0,0,2295
ÃÑ½Å´ëÀÔ±¸(432),3/25/2017,½ÂÂ÷,224,422,632,"1,161","1,311","1,281","1,480","1,647","1,689","1,558","1,496","1,520","1,452","1,266",953,975,824,887,483,0,0,21261
»ç´ç(433),3/25/2017,½ÂÂ÷,373,638,"1,026","1,731","1,937","1,928","1,631","1,600","1,858","1,731","1,740","1,598","1,576","1,439","1,459","1,449","1,528","1,468",697,1,0,27408
³²ÅÂ·É(434),3/25/2017,½ÂÂ÷,16,22,45,199,195,169,517,883,937,671,591,528,607,320,152,65,26,11,1,0,0,5955
¼­¿ï¿ª(150),3/26/2017,½ÂÂ÷,318,288,396,917,"1,431","1,883","2,377","2,558","2,526","2,150","2,480","2,987","3,016","2,469","2,396","2,372","2,935","2,158",467,48,0,36172
½ÃÃ»(151),3/26/2017,½ÂÂ÷,59,93,126,194,324,337,410,580,726,897,"1,154","1,341","1,458","1,280","1,085",900,794,525,175,4,0,12462
Á¾°¢(152),3/26/2017,½ÂÂ÷,192,173,200,298,322,466,591,853,"1,283","1,814","1,976","2,462","2,590","2,354","2,211","2,281","2,367","1,511",656,13,0,24613
Á¾·Î3°¡(153),3/26/2017,½ÂÂ÷,187,173,153,295,487,596,904,"1,304","1,569","2,084","2,204","2,464","2,413","2,198","2,069","1,550","1,316","1,063",349,3,0,23381
Á¾·Î5°¡(154),3/26/2017,½ÂÂ÷,58,87,91,169,279,404,669,944,"1,370","1,391","1,525","1,554","1,450","1,364","1,037",745,591,339,102,2,0,14171
µ¿´ë¹®(155),3/26/2017,½ÂÂ÷,165,159,232,482,605,748,756,"1,070","1,380","1,620","1,424","1,368","1,209",951,741,612,477,326,177,4,0,14506
½Å¼³µ¿(156),3/26/2017,½ÂÂ÷,154,147,195,382,574,634,632,734,854,979,902,876,784,898,518,344,261,223,67,1,0,10159
Á¦±âµ¿(157),3/26/2017,½ÂÂ÷,99,122,216,345,578,700,879,"1,120","1,482","1,837","1,705","1,664","1,232",775,464,233,213,133,53,0,0,13850
Ã»·®¸®(ÁöÇÏ)(158),3/26/2017,½ÂÂ÷,266,304,453,799,"1,167","1,146","1,262","1,533","1,724","1,817","1,950","2,173","2,043","1,484","1,297","1,069",875,471,192,5,0,22030
µ¿¹¦¾Õ(159),3/26/2017,½ÂÂ÷,46,65,84,152,297,370,738,"1,000","1,533","2,306","1,728","2,083","1,664","1,147",482,189,130,76,38,0,0,14128
½ÃÃ»(201),3/26/2017,½ÂÂ÷,33,63,72,136,203,318,392,638,720,777,"1,122","1,139","1,112",973,740,574,503,331,116,0,0,9962
À»Áö·ÎÀÔ±¸(202),3/26/2017,½ÂÂ÷,52,99,109,251,411,628,898,"1,148","1,672","1,896","2,510","2,797","3,136","3,263","2,734","3,497","3,017","1,727",712,0,0,30557
À»Áö·Î3°¡(203),3/26/2017,½ÂÂ÷,31,59,81,310,327,570,568,775,688,859,816,890,778,657,520,412,379,309,117,0,0,9146
À»Áö·Î4°¡(204),3/26/2017,½ÂÂ÷,26,48,71,106,237,238,304,437,324,423,424,365,462,362,279,183,215,123,48,0,0,4675
µ¿´ë¹®¿ª»ç¹®È­°ø¿ø(205),3/26/2017,½ÂÂ÷,105,106,126,240,414,512,547,648,798,"1,101","1,162","1,242","1,326","1,104","1,014",945,882,709,457,0,0,13438
½Å´ç(206),3/26/2017,½ÂÂ÷,127,203,207,423,662,646,596,828,"1,012","1,082","1,061","1,022",862,664,497,384,327,214,106,0,0,10923
»ó¿Õ½Ê¸®(207),3/26/2017,½ÂÂ÷,101,183,207,445,548,559,639,693,662,563,508,548,428,374,284,244,199,166,52,0,0,7403
¿Õ½Ê¸®(¼ºµ¿±¸Ã»)(208),3/26/2017,½ÂÂ÷,172,196,251,517,641,687,806,998,"1,092",985,"1,006","1,043","1,035",858,909,835,943,828,423,0,0,14225
ÇÑ¾ç´ë(209),3/26/2017,½ÂÂ÷,40,49,74,115,162,126,186,232,362,355,317,346,403,395,266,258,258,261,150,0,0,4355
¶Ò¼¶(210),3/26/2017,½ÂÂ÷,80,164,213,368,513,526,537,635,669,621,671,706,715,743,648,399,280,219,100,0,0,8807
¼º¼ö(211),3/26/2017,½ÂÂ÷,90,182,221,451,601,541,577,724,828,953,879,909,900,792,617,523,460,329,96,0,0,10673
°Ç´ëÀÔ±¸(212),3/26/2017,½ÂÂ÷,909,745,725,"1,259","1,631","1,480","1,588","2,121","2,483","2,410","2,600","2,928","2,938","2,997","2,915","3,086","3,310","3,319","1,579",0,2,41025
±¸ÀÇ(213),3/26/2017,½ÂÂ÷,226,348,507,933,"1,168","1,043","1,058","1,113","1,153",974,888,936,786,660,571,494,461,325,170,0,0,13814
°­º¯(214),3/26/2017,½ÂÂ÷,188,330,623,"1,382","2,156","2,578","2,786","2,980","3,002","3,002","2,937","2,934","3,303","3,438","3,171","2,781","2,587","1,684",511,0,0,42373
Àá½Ç³ª·ç(215),3/26/2017,½ÂÂ÷,67,153,196,476,597,578,695,743,775,658,640,630,555,467,387,312,236,184,84,0,0,8433
Àá½Ç(216),3/26/2017,½ÂÂ÷,297,718,865,"1,808","2,461","2,513","2,966","3,870","4,352","4,729","4,934","5,533","5,540","5,650","5,005","5,444","4,307","2,990",824,0,0,64806
Àá½Ç»õ³»(217),3/26/2017,½ÂÂ÷,182,285,389,745,"1,072",943,"1,127","1,318","1,378","1,110","1,049","1,183","1,253","1,279","1,018","1,026",951,886,422,0,0,17616
Á¾ÇÕ¿îµ¿Àå(218),3/26/2017,½ÂÂ÷,48,96,154,320,451,515,693,807,861,808,"2,045","5,006","1,554",581,391,310,229,192,60,0,0,15121
»ï¼º(219),3/26/2017,½ÂÂ÷,131,190,258,337,509,590,787,"1,596","2,467","2,857","3,318","4,373","4,303","4,149","2,779","3,099","2,671","1,846",422,0,0,36682
¼±¸ª(220),3/26/2017,½ÂÂ÷,188,330,315,433,654,614,738,897,"1,195","1,260","1,281","1,313","1,465","1,742",940,882,"1,250",931,315,1,0,16744
¿ª»ï(221),3/26/2017,½ÂÂ÷,115,237,232,387,488,569,546,960,989,"1,022","1,224","1,207","1,515","1,411",984,722,836,718,269,1,1,14433
°­³²(222),3/26/2017,½ÂÂ÷,819,786,650,873,"1,213","1,352","1,878","2,608","3,395","3,516","4,103","4,656","5,125","5,130","4,263","4,562","5,338","4,998","2,303",0,0,57568
±³´ë(223),3/26/2017,½ÂÂ÷,79,252,280,449,632,632,765,981,"1,121","1,151","1,034","1,218","1,391","1,466",994,"1,059","1,224","1,009",326,0,0,16063
¼­ÃÊ(224),3/26/2017,½ÂÂ÷,37,124,136,264,885,445,"2,009",932,"2,342","1,614","1,394","1,979","1,192","1,185","1,498","1,164","2,801",707,160,0,0,20868
¹æ¹è(225),3/26/2017,½ÂÂ÷,76,187,258,369,609,568,641,787,913,910,688,871,855,756,498,441,503,381,166,0,0,10477
»ç´ç(226),3/26/2017,½ÂÂ÷,263,401,488,997,"1,422","1,378","1,461","1,701","2,016","2,288","2,397","2,342","2,279","2,038","2,276","2,157","2,162","1,626",670,0,0,30362
³«¼º´ë(227),3/26/2017,½ÂÂ÷,173,338,543,"1,032","1,593","1,437","1,551","1,827","1,913","1,640","1,626","1,605","1,513","1,124",875,749,649,580,251,0,0,21019
¼­¿ï´ëÀÔ±¸(228),3/26/2017,½ÂÂ÷,521,598,898,"1,793","2,344","2,322","2,459","2,855","2,861","2,965","2,641","2,723","2,496","2,139","1,760","1,492","1,579","1,328",566,0,0,36340
ºÀÃµ(229),3/26/2017,½ÂÂ÷,240,397,525,986,"1,293","1,295","1,069","1,319","1,407","1,107",947,851,869,761,570,456,366,260,108,0,0,14826
½Å¸²(230),3/26/2017,½ÂÂ÷,918,"1,235","1,685","3,107","3,948","3,549","3,571","4,081","4,338","3,759","3,648","3,652","3,376","3,058","2,681","2,261","2,075","1,658",826,0,0,53426
½Å´ë¹æ(231),3/26/2017,½ÂÂ÷,388,477,783,"1,449","1,917","1,758","1,676","1,518","1,587","1,580","1,461","1,457","1,191",942,805,689,484,341,134,0,0,20637
±¸·ÎµðÁöÅÐ´ÜÁö(232),3/26/2017,½ÂÂ÷,595,828,"1,136","2,076","2,674","2,578","2,609","2,657","2,683","2,520","2,442","2,573","2,437","2,235","1,910","1,543","1,360","1,063",390,0,0,36309
´ë¸²(233),3/26/2017,½ÂÂ÷,555,546,699,"1,510","2,028","1,968","1,849","1,860","1,955","1,842","1,869","1,870","1,854","1,583","1,408","1,027",731,554,215,0,0,25923
½Åµµ¸²(234),3/26/2017,½ÂÂ÷,682,635,963,"1,597","2,285","2,350","2,620","3,418","3,332","3,566","3,656","3,882","3,644","3,110","2,908","2,532","2,053","1,746",571,0,0,45550
¹®·¡(235),3/26/2017,½ÂÂ÷,82,144,204,376,522,568,537,752,924,797,649,663,577,482,443,304,306,241,104,0,0,8675
¿µµîÆ÷±¸Ã»(236),3/26/2017,½ÂÂ÷,119,187,205,467,670,638,590,737,813,668,618,602,613,606,461,432,449,301,134,0,0,9310
´ç»ê(237),3/26/2017,½ÂÂ÷,113,200,318,595,792,842,882,936,984,923,830,828,836,832,930,503,487,322,159,0,0,12312
ÇÕÁ¤(238),3/26/2017,½ÂÂ÷,366,361,371,643,867,874,"1,073","1,416","1,457","1,544","1,631","1,840","1,996","1,843","1,776","2,212","2,146","1,760",762,1,0,24939
È«´ëÀÔ±¸(239),3/26/2017,½ÂÂ÷,"3,096","2,066","1,230","1,346","1,737","2,105","2,280","2,632","3,188","3,671","4,675","5,711","6,257","6,694","6,586","6,861","7,442","7,311","3,490",16,0,78394
½ÅÃÌ(240),3/26/2017,½ÂÂ÷,781,572,471,764,"1,047","1,309","1,606","2,309","2,557","2,466","2,710","2,948","3,012","3,231","3,029","3,631","3,566","3,556","1,749",0,0,41314
ÀÌ´ë(241),3/26/2017,½ÂÂ÷,91,118,173,337,588,611,641,952,953,"1,092","1,109","1,300","1,243","1,167",897,793,749,631,183,0,0,13628
¾ÆÇö(242),3/26/2017,½ÂÂ÷,89,155,186,366,486,488,467,632,551,523,541,422,398,328,230,180,168,90,60,0,0,6360
ÃæÁ¤·Î(243),3/26/2017,½ÂÂ÷,73,121,130,265,407,356,391,461,548,447,475,396,380,428,272,242,142,145,56,0,0,5735
¿ë´ä(244),3/26/2017,½ÂÂ÷,30,47,86,136,144,163,157,184,180,156,132,112,117,88,58,59,48,28,7,0,0,1932
½Å´ä(245),3/26/2017,½ÂÂ÷,23,30,32,43,52,67,60,75,92,81,66,66,51,35,21,21,15,19,2,0,0,851
½Å¼³µ¿(246),3/26/2017,½ÂÂ÷,21,21,37,55,85,122,148,273,371,556,487,499,498,512,143,102,72,56,20,0,0,4078
µµ¸²Ãµ(247),3/26/2017,½ÂÂ÷,8,12,23,31,39,37,33,40,32,19,37,32,31,15,15,16,10,5,4,0,0,439
¾çÃµ±¸Ã»(248),3/26/2017,½ÂÂ÷,77,110,168,313,433,406,325,408,418,372,295,233,242,191,134,121,73,57,18,0,0,4394
½ÅÁ¤³×°Å¸®(249),3/26/2017,½ÂÂ÷,144,164,266,483,645,582,510,588,547,493,401,431,303,275,280,228,155,122,38,0,0,6655
¿ëµÎ(250),3/26/2017,½ÂÂ÷,20,14,31,62,64,87,82,99,101,119,131,163,106,75,45,27,23,26,6,0,0,1281
ÁöÃà(309),3/26/2017,½ÂÂ÷,1,9,29,61,71,61,95,73,64,99,77,85,65,55,20,12,13,3,3,0,0,896
±¸ÆÄ¹ß(310),3/26/2017,½ÂÂ÷,191,291,448,772,940,"1,030",973,"1,169","1,206","1,158","1,154","1,270","1,099",928,760,591,549,470,72,0,1,15072
¿¬½Å³»(311),3/26/2017,½ÂÂ÷,565,755,"1,101","1,884","2,331","2,218","2,155","2,363","2,431","2,339","2,267","2,200","1,991","1,657","1,512","1,252","1,076",791,315,1,0,31204
ºÒ±¤(312),3/26/2017,½ÂÂ÷,201,279,404,747,904,913,857,"1,013","1,148","1,224","1,194","1,219","1,131",990,769,593,528,303,125,0,0,14542
³ì¹ø(313),3/26/2017,½ÂÂ÷,149,247,358,597,709,695,673,683,748,592,491,438,393,314,253,222,118,103,30,0,0,7813
È«Á¦(314),3/26/2017,½ÂÂ÷,204,292,469,891,"1,001","1,045","1,026","1,260","1,168","1,029","1,004","1,011",802,561,471,489,301,232,53,0,0,13309
¹«¾ÇÀç(315),3/26/2017,½ÂÂ÷,34,45,94,175,246,277,278,219,236,214,179,157,135,113,63,70,43,31,7,0,0,2616
µ¶¸³¹®(316),3/26/2017,½ÂÂ÷,104,110,111,260,365,392,358,707,570,566,587,510,333,340,180,138,119,154,36,0,0,5940
°æº¹±Ã(317),3/26/2017,½ÂÂ÷,55,120,126,372,510,468,730,"1,085","1,347","1,758","1,930","2,092","1,956","1,454","1,199",840,642,478,107,2,0,17271
¾È±¹(318),3/26/2017,½ÂÂ÷,44,70,132,202,323,309,445,710,"1,151","1,508","1,837","2,090","2,251","1,898","1,384","1,022",776,445,92,0,0,16689
Á¾·Î3°¡(319),3/26/2017,½ÂÂ÷,17,30,54,84,104,141,144,196,307,398,290,304,350,386,419,225,236,177,58,0,0,3920
À»Áö·Î3°¡(320),3/26/2017,½ÂÂ÷,15,28,39,97,179,250,228,304,308,390,347,300,304,268,200,135,142,94,45,0,0,3673
µ¿´ëÀÔ±¸(322),3/26/2017,½ÂÂ÷,48,97,71,126,212,183,334,543,625,626,667,662,656,820,512,312,584,300,80,0,0,7458
¾à¼ö(323),3/26/2017,½ÂÂ÷,121,196,222,473,643,657,630,685,845,734,578,716,533,557,402,369,329,253,95,0,0,9038
±ÝÈ£(324),3/26/2017,½ÂÂ÷,68,161,203,370,524,506,461,487,464,423,381,334,361,258,218,189,128,88,28,0,0,5652
¿Á¼ö(325),3/26/2017,½ÂÂ÷,52,124,208,343,512,479,496,565,575,562,512,523,447,411,299,214,175,131,49,0,0,6677
¾Ð±¸Á¤(326),3/26/2017,½ÂÂ÷,106,185,167,407,455,685,762,"1,257","1,382","1,498","1,557","1,753","1,615","1,652","1,332","1,998","1,327",819,213,4,0,19174
½Å»ç(327),3/26/2017,½ÂÂ÷,205,286,236,319,475,418,523,606,"1,084","1,246","1,466","1,604","1,822","1,803","1,735","1,667","1,907","1,312",436,0,0,19150
Àá¿ø(328),3/26/2017,½ÂÂ÷,40,74,63,176,237,282,247,294,273,234,189,228,235,188,111,97,101,62,9,0,0,3140
°í¼ÓÅÍ¹Ì³Î(329),3/26/2017,½ÂÂ÷,198,163,438,997,"1,257","1,785","2,509","3,108","3,759","4,253","5,214","5,962","6,323","6,483","6,131","6,516","5,324","3,703","1,097",0,0,65220
±³´ë(330),3/26/2017,½ÂÂ÷,29,88,58,113,165,180,228,350,393,416,457,499,546,592,512,445,473,451,106,0,0,6101
³²ºÎÅÍ¹Ì³Î(331),3/26/2017,½ÂÂ÷,65,205,306,643,888,"1,221","1,443","1,671","1,692","1,738","1,996","2,236","2,719","2,285","1,901","1,965","1,593","1,266",347,0,0,26180
¾çÀç(332),3/26/2017,½ÂÂ÷,130,276,349,568,735,803,999,"1,213","1,705","1,717","1,735","1,877","1,743","1,798","1,401","1,320","1,188",766,182,0,0,20505
¸ÅºÀ(333),3/26/2017,½ÂÂ÷,33,95,129,181,284,268,243,478,412,400,373,318,318,275,269,202,248,197,51,1,0,4775
µµ°î(334),3/26/2017,½ÂÂ÷,26,57,78,139,191,228,211,265,299,340,300,257,239,185,134,125,137,97,32,1,0,3341
´ëÄ¡(335),3/26/2017,½ÂÂ÷,46,154,163,269,390,354,394,552,681,539,483,612,810,722,394,292,337,640,77,0,0,7909
ÇÐ¿©¿ï(336),3/26/2017,½ÂÂ÷,5,29,26,53,83,95,97,231,383,541,681,674,690,351,105,83,68,67,13,0,0,4275
´ëÃ»(337),3/26/2017,½ÂÂ÷,55,107,192,325,436,380,372,412,437,346,360,363,344,290,234,176,149,135,39,0,0,5152
ÀÏ¿ø(338),3/26/2017,½ÂÂ÷,28,65,98,222,268,287,292,464,375,454,283,276,237,235,176,146,82,69,14,0,0,4071
¼ö¼­(339),3/26/2017,½ÂÂ÷,75,147,233,532,656,820,669,812,824,767,841,862,798,873,570,676,512,468,241,0,0,11376
°¡¶ô½ÃÀå(340),3/26/2017,½ÂÂ÷,48,82,113,250,333,377,357,394,443,367,399,355,336,272,257,158,146,122,49,0,0,4858
°æÂûº´¿ø(341),3/26/2017,½ÂÂ÷,50,67,137,263,300,287,290,322,315,219,265,219,213,211,143,169,130,98,22,0,0,3720
¿À±Ý(342),3/26/2017,½ÂÂ÷,53,80,149,320,296,318,228,294,432,285,239,254,200,166,186,152,113,64,17,0,0,3846
´ç°í°³(409),3/26/2017,½ÂÂ÷,150,234,325,640,930,799,728,817,890,829,759,699,592,494,438,279,189,166,38,0,0,9996
»ó°è(410),3/26/2017,½ÂÂ÷,259,392,580,"1,040","1,168","1,203","1,101","1,280","1,138","1,044",977,885,765,681,579,444,376,300,93,1,0,14306
³ë¿ø(411),3/26/2017,½ÂÂ÷,225,326,404,"1,113",963,995,"1,018","1,245","1,240","1,112","1,123","1,418","1,177","1,216",971,"1,159","1,053",851,336,1,0,17946
Ã¢µ¿(412),3/26/2017,½ÂÂ÷,323,428,580,"1,108","1,448","1,671","1,396","1,785","1,690","1,480","1,382","1,388","1,345","1,504",962,701,614,430,202,10,0,20447
½Ö¹®(413),3/26/2017,½ÂÂ÷,395,682,897,"1,683","2,044","2,028","1,938","1,964","1,887","1,622","1,390","1,256","1,203",908,822,670,476,397,132,0,0,22394
¼öÀ¯(°­ºÏ±¸Ã»)(414),3/26/2017,½ÂÂ÷,547,851,"1,190","2,172","2,548","2,469","2,373","2,551","2,563","2,117","2,069","2,114","1,952","1,846","1,567","1,163",949,823,312,0,0,32176
¹Ì¾Æ(415),3/26/2017,½ÂÂ÷,239,342,485,820,"1,013","1,083",886,"1,230","1,254","1,107","1,064",862,638,600,563,371,304,198,89,0,0,13148
¹Ì¾Æ»ç°Å¸®(416),3/26/2017,½ÂÂ÷,318,491,698,"1,389","1,695","1,634","1,645","1,693","1,983","1,679","1,572","1,674","1,575","1,324","1,245","1,372",792,515,255,0,0,23549
±æÀ½(417),3/26/2017,½ÂÂ÷,206,366,494,"1,066","1,421","1,423","1,374","1,456","1,570","1,323","1,278","1,041","1,156","1,089",864,491,481,343,140,0,0,17582
¼º½Å¿©´ëÀÔ±¸(418),3/26/2017,½ÂÂ÷,129,342,387,829,"1,051","1,147","1,082","1,378","1,587","1,431","1,387","1,280","1,307","1,140","1,102",985,968,800,349,0,0,18681
ÇÑ¼º´ëÀÔ±¸(419),3/26/2017,½ÂÂ÷,179,201,278,539,705,726,675,867,"1,002",932,917,782,789,601,428,454,396,303,134,0,0,10908
ÇýÈ­(420),3/26/2017,½ÂÂ÷,147,210,256,455,576,680,883,"1,395","1,759","2,013","2,538","3,357","3,745","3,093","3,106","3,437","3,367","2,720",946,0,0,34683
µ¿´ë¹®(421),3/26/2017,½ÂÂ÷,111,56,94,130,172,231,460,639,965,"1,402","1,322","1,430","1,354","1,152",938,857,661,618,469,4,0,13065
µ¿´ë¹®¿ª»ç¹®È­°ø¿ø(422),3/26/2017,½ÂÂ÷,124,149,166,308,534,546,608,768,998,"1,380","1,508","1,470","1,727","1,580","1,406","1,300","1,158","1,042",594,0,0,17366
Ãæ¹«·Î(423),3/26/2017,½ÂÂ÷,107,138,171,358,572,708,713,816,"1,208","1,144","1,181","1,390","1,530","1,131",972,939,794,657,309,0,0,14838
¸íµ¿(424),3/26/2017,½ÂÂ÷,55,92,164,419,918,"1,301","1,432","1,748","2,124","2,374","2,942","3,395","3,670","3,385","3,126","2,787","3,039","2,794","1,183",0,0,36948
È¸Çö(425),3/26/2017,½ÂÂ÷,65,105,144,232,389,461,611,895,"1,018","1,286","1,413","1,502","1,466","1,385",996,"1,360",876,254,86,0,0,14544
¼­¿ï¿ª(426),3/26/2017,½ÂÂ÷,110,134,201,281,509,441,464,517,513,499,497,571,504,473,353,361,319,218,109,4,0,7078
¼÷´ëÀÔ±¸(427),3/26/2017,½ÂÂ÷,70,160,188,468,687,658,645,860,953,895,741,"1,007",805,888,570,699,563,410,170,0,0,11437
»ï°¢Áö(428),3/26/2017,½ÂÂ÷,11,32,52,91,157,146,161,294,308,368,322,228,228,202,159,111,112,78,31,0,0,3091
½Å¿ë»ê(429),3/26/2017,½ÂÂ÷,30,59,77,181,284,308,378,443,521,505,702,659,621,621,518,591,532,255,125,0,0,7410
ÀÌÃÌ(430),3/26/2017,½ÂÂ÷,19,59,72,201,280,394,436,"1,035",889,841,912,962,900,636,389,263,242,167,42,0,0,8739
µ¿ÀÛ(431),3/26/2017,½ÂÂ÷,6,12,36,67,114,111,113,117,121,149,164,142,107,103,65,63,62,44,20,1,0,1617
ÃÑ½Å´ëÀÔ±¸(432),3/26/2017,½ÂÂ÷,134,262,381,716,"1,027","1,055",934,"1,236","1,322","1,189","1,180",949,995,851,789,760,662,561,214,0,0,15217
»ç´ç(433),3/26/2017,½ÂÂ÷,195,342,500,"1,062","1,528","1,537","1,616","1,623","1,707","1,460","1,656","1,252","1,401","1,261","1,250","1,051","1,198",796,277,0,0,21712
³²ÅÂ·É(434),3/26/2017,½ÂÂ÷,10,16,27,59,111,78,73,77,116,195,118,121,135,45,26,23,15,12,5,0,0,1262
¼­¿ï¿ª(150),3/27/2017,½ÂÂ÷,464,625,"1,886","3,199","2,195","2,137","2,744","3,015","2,746","2,475","2,963","3,292","4,742","8,946","5,131","3,485","3,137","1,983","1,155",163,0,56483
½ÃÃ»(151),3/27/2017,½ÂÂ÷,69,149,309,377,533,597,724,829,"1,006","1,214","1,594","1,701","2,161","5,848","3,197","2,316","2,308","1,517",498,30,0,26977
Á¾°¢(152),3/27/2017,½ÂÂ÷,109,173,358,595,709,916,"1,287","1,667","1,999","2,539","3,303","2,656","4,063","10,048","5,819","4,368","5,296","3,877","1,464",98,0,51344
Á¾·Î3°¡(153),3/27/2017,½ÂÂ÷,172,154,288,456,521,963,"1,365","2,046","2,216","2,853","2,896","2,623","2,950","4,611","3,814","2,299","2,862","2,134",856,92,0,36171
Á¾·Î5°¡(154),3/27/2017,½ÂÂ÷,70,143,237,415,500,805,"1,135","1,673","1,840","2,358","2,765","2,173","2,539","4,942","3,361","1,819","1,535","1,018",486,25,0,29839
